"run","SampleID","Input","No Dimers","Amplicons","OutputDada2","OutputPostprocessing","perc_amplicons","group"
"M14","M14_HAM14-066-D0",2,2,2,2,2,1,"Sample"
"M14","M14_HT29012013-05",1,1,1,NA,NA,1,"Sample"
"NS1","NS1_MH-02-AC_HAM15-000669",3,3,3,3,3,1,"Sample"
"NS1","NS1_MH-02-AC_HAM15-000700",1,1,1,NA,NA,1,"Sample"
"NS1","NS1_MH-02-AC_HAM15-000734",4,4,4,3,3,1,"Sample"
"NS1","NS1_MH-02-AC_HAM15-000780",2,2,2,2,2,1,"Sample"
"NS2","NS2_MH-02-AC_HAM15-000712",1,1,1,1,1,1,"Sample"
"NS2","NS2_MH-13-AC_HT29052011-3",1,1,1,1,1,1,"Sample"
"NS2","NS2_MH-12-AC_HT19112010-1",86007,85912,85897,75166,75166,0.998721034334415,"Sample"
"NS2","NS2_MH-12-AC_HT20102010-3",48500,48380,48343,42078,42078,0.996762886597938,"Sample"
"NS2","NS2_MH-12-AC_HT15122010-1",34484,34373,34361,30057,30057,0.996433128407377,"Sample"
"NS2","NS2_MH-12-AC_HT14102010-1",72409,72147,72131,63539,63539,0.996160698255742,"Sample"
"NS2","NS2_MH-12-AC_HT15112010-1",25145,25023,25017,21956,21956,0.994909524756413,"Sample"
"NS2","NS2_MH-12-AC_HT18012011-2",15767,15728,15682,13680,13680,0.994608993467369,"Sample"
"NS2","NS2_MH-12-AC_HT16022011-3",39551,39345,39335,33659,33659,0.994538696872393,"Sample"
"NS2","NS2_MH-12-AC_HT20092010-2",57922,57879,57602,50351,50351,0.994475328890577,"Sample"
"NS2","NS2_MH-12-AC_HT27122010-3",19466,19354,19348,16926,16926,0.993938148566732,"Sample"
"NS2","NS2_MH-12-AC_HT13052011-5",66065,65676,65650,57243,57243,0.993718307727238,"Sample"
"NS2","NS2_MH-12-AC_HT10072010-1",2425,2410,2407,2149,2149,0.992577319587629,"Sample"
"NS2","NS2_MH-12-AC_HT27042011-3",58090,57641,57624,50447,50447,0.991977965226373,"Sample"
"NS2","NS2_MH-12-AC_HT24112010-1",73546,73301,72909,62973,62973,0.991338753977103,"Sample"
"NS2","NS2_MH-12-AC_HT11112010-2",45925,45544,45523,39735,39735,0.991246597713664,"Sample"
"NS2","NS2_MH-12-AC_HT06112010-1",81466,80763,80739,68711,68711,0.991076031718754,"Sample"
"NS2","NS2_MH-12-AC_HT13072010-1",71761,71115,71085,62000,62000,0.99057984141804,"Sample"
"NS2","NS2_MH-09-AC_HT07122011-2",234649,232489,232356,203793,203793,0.990227957502482,"Sample"
"NS2","NS2_MH-13-AC_HT15122011-11",338949,335433,335137,283620,283620,0.98875347028609,"Sample"
"NS2","NS2_MH-09-AC_HT07122011-12",200115,197867,197785,174176,174176,0.988356694900432,"Sample"
"NS2","NS2_MH-12-AC_HT08052011-2",36073,36006,35652,31282,31282,0.98832922130125,"Sample"
"NS2","NS2_MH-12-AC_HT24052011-5",125915,124519,124383,109388,109388,0.987833061986261,"Sample"
"NS2","NS2_MH-12-AC_HT09032011-6",33454,33067,33030,29266,29266,0.987325880313266,"Sample"
"NS2","NS2_MH-09-AC_HT07122011-7",194053,191692,191593,167511,167511,0.987323050919079,"Sample"
"NS2","NS2_MH-09-AC_HT12052012-11",239530,236596,236410,206603,206603,0.986974491712938,"Sample"
"NS2","NS2_MH-12-AC_HT25052011-6",105587,104416,104200,91399,91399,0.986863913171129,"Sample"
"NS2","NS2_MH-09-AC_HT15062011-12",205804,203118,203029,178493,178493,0.986516297059338,"Sample"
"NS2","NS2_MH-12-AC_HT26032011-5",63139,62304,62280,54141,54141,0.986395096533046,"Sample"
"NS1","NS1_MH-02-AC_HAM15-000651",354534,350663,349249,300148,300148,0.985093108136314,"Sample"
"NS2","NS2_MH-12-AC_HT10082010-1",54568,53767,53748,46204,46204,0.984972877877144,"Sample"
"NS2","NS2_MH-12-AC_HT11112010-1",40816,40336,40199,35252,35252,0.984883379067032,"Sample"
"NS2","NS2_MH-09-AC_HT01072011-6",178490,175815,175691,154646,154646,0.984318449212841,"Sample"
"NS2","NS2_MH-12-AC_HT27112010-3",49311,48530,48507,42425,42425,0.983695321530693,"Sample"
"NS2","NS2_MH-13-AC_HT28032011-1",736324,724565,724106,613260,613260,0.983406761154057,"Sample"
"NS2","NS2_MH-12-AC_HT05072010-1",61564,60605,60496,53020,53020,0.982652199337275,"Sample"
"NS2","NS2_MH-12-AC_HT23062010-1",94026,92424,92379,80452,80452,0.982483568374705,"Sample"
"NS1","NS1_MH-02-AC_HAM15-000726",509301,502252,500322,432163,432163,0.982369954113579,"Sample"
"NS2","NS2_MH-12-AC_HT19032011-1",54316,53362,53337,46588,46588,0.981975845054864,"Sample"
"M08","M08_HAM15-115-D0",1447752,1423905,1421059,1239787,1239787,0.981562449922362,"Sample"
"NS2","NS2_MH-09-AC_HT22052012-16",187762,184330,184227,162644,162644,0.981172974297249,"Sample"
"NS2","NS2_MH-12-AC_HT10052010-11",68426,67320,67135,59426,59426,0.981132902697805,"Sample"
"NS2","NS2_MH-08-AC_HT04062012-2",226684,222410,222346,196322,196322,0.980863228106086,"Sample"
"NS2","NS2_MH-12-AC_HT25012011-1",29178,28628,28617,25289,25289,0.980773185276578,"Sample"
"NS2","NS2_MH-08-AC_HT23112012-3",231237,226810,226673,197124,197124,0.980262674226011,"Sample"
"M04","M04_HT17032010-01",1978060,1942481,1938897,1689379,1689379,0.980201308352628,"Sample"
"NS2","NS2_MH-09-AC_HT25042012-4",136494,133843,133788,118308,118308,0.980174952745176,"Sample"
"NS2","NS2_MH-09-AC_HT25042012-6",172493,169114,169052,149103,149103,0.980051364403193,"Sample"
"NS2","NS2_MH-07-AC_HT11072013-3",325979,319692,319449,274810,274810,0.979968034750705,"Sample"
"NS2","NS2_MH-12-AC_HT15072010-2",58921,58121,57738,49932,49932,0.979922268800597,"Sample"
"NS2","NS2_MH-12-AC_HT18042011-8",51347,50491,50305,43829,43829,0.979706701462598,"Sample"
"NS2","NS2_MH-12-AC_HT21052010-2",144954,143353,142009,121533,121533,0.979683209845882,"Sample"
"NS2","NS2_MH-05-AC_HAM14-000130",199582,196087,195444,168596,168596,0.97926666733473,"Sample"
"NS2","NS2_MH-12-AC_HT27042011-5",34229,33520,33512,29380,29380,0.97905284992258,"Sample"
"NS2","NS2_MH-12-AC_HT22102010-2",79582,77966,77860,67947,67947,0.978361941142469,"Sample"
"NS2","NS2_MH-07-AC_HT24062013-12",277673,272132,271574,234626,234626,0.978035314920788,"Sample"
"NS2","NS2_MH-09-AC_HT24052012-7",185588,181598,181478,159086,159086,0.977854171605923,"Sample"
"NS2","NS2_MH-12-AC_HT16052011-5",56926,55710,55665,48497,48497,0.977848434810104,"Sample"
"NS2","NS2_MH-07-AC_HT18022013-1",245541,240538,240027,205815,205815,0.97754346524613,"Sample"
"M04","M04_HAM16-128-D0",1763648,1730381,1723835,1505732,1505732,0.977425767500091,"Sample"
"NS2","NS2_MH-12-AC_HT20052011-1",77586,75961,75824,66627,66627,0.977289717217024,"Sample"
"NS2","NS2_MH-12-AC_HT16032011-1",113299,110849,110717,95380,95380,0.977210743254574,"Sample"
"NS2","NS2_MH-07-AC_HT14122013-2",240422,234978,234874,203818,203818,0.976923908793704,"Sample"
"NS2","NS2_MH-07-AC_HT21122013-1",193646,189296,189156,163622,163619,0.976813360461874,"Sample"
"NS2","NS2_MH-07-AC_HT16092013-1",254384,249341,248384,212441,212441,0.976413610918926,"Sample"
"NS2","NS2_MH-08-AC_HT05082012-1",212671,208036,207645,181758,181758,0.976367252704882,"Sample"
"NS2","NS2_MH-12-AC_HT02112010-2",40087,39507,39139,33407,33407,0.97635143562751,"Sample"
"M14","M14_HT29062010-01",600390,587417,586086,491353,491353,0.976175485934143,"Sample"
"M04","M04_HAM16-444-D0",1251741,1227670,1221783,1044919,1044918,0.976066933974361,"Sample"
"NS2","NS2_MH-12-AC_HT16022011-1",101510,99176,99024,86414,86414,0.975509801989952,"Sample"
"NS2","NS2_MH-12-AC_HT16122010-1",69806,68554,68092,58849,58849,0.975446236713177,"Sample"
"NS2","NS2_MH-08-AC_HT04062012-7",199192,194582,194240,169760,169760,0.975139563837905,"Sample"
"NS2","NS2_MH-12-AC_HT15122010-2",81001,79016,78954,69041,69041,0.974728707052999,"Sample"
"NS2","NS2_MH-08-AC_HT07082012-1",184182,179609,179491,156523,156523,0.974530627314287,"Sample"
"NS2","NS2_MH-09-AC_HT05052012-2",241303,235412,235132,206586,206586,0.97442634364264,"Sample"
"NS2","NS2_MH-08-AC_HT14082012-1",210440,205409,205053,178217,178217,0.974401254514351,"Sample"
"NS2","NS2_MH-13-AC_HT15022011-2",62437,60906,60832,49693,49693,0.974294088441149,"Sample"
"NS2","NS2_MH-12-AC_HT18102010-3",35377,34476,34463,30335,30335,0.974164004861916,"Sample"
"NS2","NS2_MH-08-AC_HT04062012-11",228610,222846,222698,194972,194972,0.974139363982328,"Sample"
"NS1","NS1_MH-02-AC_HAM15-000736",523509,511772,509894,438366,438366,0.973992806236378,"Sample"
"NS1","NS1_MH-02-AC_HAM15-000758",586149,573132,570879,488046,488046,0.973948603512076,"Sample"
"M04","M04_HAM16-383-D0",1475898,1448646,1437370,1227634,1227634,0.973895214980981,"Sample"
"NS2","NS2_MH-12-AC_HT26032010-7",76641,74782,74616,65087,65087,0.973578110932791,"Sample"
"NS1","NS1_MH-02-AC_HAM15-000740",651725,636989,634398,542611,542611,0.97341363305075,"Sample"
"NS2","NS2_MH-12-AC_HT22042011-2",86534,84258,84223,73616,73616,0.973293734254744,"Sample"
"M07","M07_HAM15-107-D0",3590638,3522087,3493757,3244696,4413016,0.973018444075955,"Sample"
"NS1","NS1_MH-02-AC_HAM15-000765",526779,515513,512496,437932,437932,0.972886162888042,"Sample"
"NS2","NS2_MH-12-AC_HT23072010-1",96863,94385,94228,82528,82528,0.972796630292268,"Sample"
"NS2","NS2_MH-12-AC_HT02112010-1",61755,60531,60074,51914,51914,0.972779532021699,"Sample"
"NS2","NS2_MH-12-AC_HT06052011-7",67958,66240,66101,58073,58073,0.972674298831631,"Sample"
"NS2","NS2_MH-07-AC_HT03062013-11",333758,325856,324625,280560,280560,0.972635861911924,"Sample"
"NS2","NS2_MH-07-AC_HT05082013-5",241327,235234,234722,202358,202357,0.972630497209181,"Sample"
"NS2","NS2_MH-07-AC_HT16062013-17",211047,205907,205225,175159,175159,0.972413727747848,"Sample"
"M04","M04_HT25022011-03",2381259,2323789,2314671,1992259,1992259,0.972036641121356,"Sample"
"NS2","NS2_MH-07-AC_HT13102013-2",274068,266782,266369,230689,230689,0.971908431484157,"Sample"
"NS2","NS2_MH-08-AC_HT23102012-3",234345,228564,227736,197511,197511,0.971797990142738,"Sample"
"NS2","NS2_MH-11-AC_HT09052010-3",732129,728400,711365,607968,607968,0.971638877848029,"Sample"
"NS2","NS2_MH-07-AC_HT22112013-1",327765,318960,318447,276737,276737,0.971571095144387,"Sample"
"NS2","NS2_MH-09-AC_HT29052012-16",216598,210495,210411,184020,184020,0.971435562655242,"Sample"
"NS2","NS2_MH-12-AC_HT22042011-3",113777,110626,110515,97568,97568,0.971329882137866,"Sample"
"NS2","NS2_MH-08-AC_HT20102012-1",239215,232453,232356,203182,203182,0.971327048889075,"Sample"
"M08","M08_HAM16-303-D0",650152,634508,631508,543260,543260,0.971323628936003,"Sample"
"NS2","NS2_MH-07-AC_HT26052013-7",198064,192625,192373,165551,165551,0.971266863236126,"Sample"
"NS2","NS2_MH-07-AC_HT12072013-1",309120,300895,300156,257734,257734,0.971001552795031,"Sample"
"NS2","NS2_MH-09-AC_HT23052012-14",240786,234128,233802,204138,204138,0.970994991403155,"Sample"
"NS1","NS1_MH-02-AC_HAM15-000741",558264,544184,542037,464661,464661,0.970933106917158,"Sample"
"NS2","NS2_MH-07-AC_HT10112013-4",214771,209222,208472,178792,178792,0.970671086878582,"Sample"
"NS2","NS2_MH-04-AC_HAM14-000556",461791,448432,448139,392294,392294,0.970436842640935,"Sample"
"NS2","NS2_MH-07-AC_HT16092013-3",199557,194317,193648,165579,165579,0.970389412548796,"Sample"
"NS2","NS2_MH-07-AC_HT09092013-2",261437,254148,253575,217644,217644,0.969927745498916,"Sample"
"NS2","NS2_MH-12-AC_HT14122010-4",98558,95744,95588,83983,83983,0.969865459932223,"Sample"
"NS2","NS2_MH-12-AC_HT20102010-2",118809,115262,115203,101061,101061,0.969648763982527,"Sample"
"NS2","NS2_MH-12-AC_HT11052011-4",71528,69382,69355,59990,59990,0.969620288558327,"Sample"
"NS1","NS1_MH-02-AC_HAM15-000731",717959,699122,696013,589558,589558,0.969432794908901,"Sample"
"NS1","NS1_MH-02-AC_HAM15-000708",654681,637256,634666,536084,536082,0.969427858758693,"Sample"
"NS2","NS2_MH-07-AC_HT05052013-3",258896,251576,250888,211539,211539,0.969068660774983,"Sample"
"NS2","NS2_MH-12-AC_HT14062010-3",8007,7754,7753,6886,6886,0.968277756962658,"Sample"
"NS2","NS2_MH-07-AC_HT10092013-1",283882,275759,274874,235615,235615,0.96826850592852,"Sample"
"NS2","NS2_MH-07-AC_HT30092013-1",300484,292023,290937,251411,251411,0.968227925613344,"Sample"
"M14","M14_HAM15-623-D0",38869,37993,37611,30642,30642,0.96763487612236,"Sample"
"NS2","NS2_MH-05-AC_HAM14-000529",197594,191290,190953,167059,167059,0.966390679878944,"Sample"
"NS2","NS2_MH-07-AC_HT14122013-1",245153,237402,236872,204789,204789,0.966221094581751,"Sample"
"NS2","NS2_MH-07-AC_HT14112013-7",313187,303169,302549,259949,259949,0.966033072892553,"Sample"
"M04","M04_HT02032011-03",1932621,1874063,1866361,1622633,1622633,0.965714953940788,"Sample"
"NS2","NS2_MH-07-AC_HT20102013-1",288746,280060,278808,240314,240314,0.965582207199407,"Sample"
"NS2","NS2_MH-11-AC_HT28072010-2",567922,548917,548275,479758,479758,0.965405460609027,"Sample"
"M04","M04_HAM16-137-D0",1928114,1866547,1861367,1630133,1630131,0.965382233623116,"Sample"
"NS2","NS2_MH-07-AC_HT04032013-8",258674,251142,249716,214865,214865,0.965369538492465,"Sample"
"NS2","NS2_MH-08-AC_HT12122012-3",179685,173540,173452,151595,151595,0.965311517377633,"Sample"
"NS2","NS2_MH-09-AC_HT22052012-10",137370,132732,132593,116639,116639,0.96522530392371,"Sample"
"NS2","NS2_MH-07-AC_HT16052013-14",314929,305656,303942,261673,261673,0.965112771450073,"Sample"
"NS2","NS2_MH-07-AC_HT02122013-2",299172,289184,288692,247124,247124,0.964969983822015,"Sample"
"NS2","NS2_MH-07-AC_HT17082013-1",292980,283793,282713,242059,242059,0.964956652331217,"Sample"
"NS2","NS2_MH-12-AC_HT29112010-2",94281,91096,90962,79873,79873,0.964796724684719,"Sample"
"NS2","NS2_MH-04-AC_HAM14-000145",776158,750034,748788,645787,645787,0.964736561370236,"Sample"
"NS2","NS2_MH-07-AC_HT18092013-3",189940,183498,183226,158125,158125,0.964651995366958,"Sample"
"NS2","NS2_MH-07-AC_HT23082013-1",282782,273387,272780,235382,235380,0.964629997666047,"Sample"
"NS2","NS2_MH-08-AC_HT12082012-1",202741,195626,195524,171343,171343,0.964402858819874,"Sample"
"NS1","NS1_MH-02-AC_HAM15-000661",260742,252549,251421,215241,215241,0.964252019237407,"Sample"
"M14","M14_HT17052012-08",346801,335238,334371,283395,283395,0.964158119497925,"Sample"
"NS2","NS2_MH-08-AC_HT02082012-1",200865,193679,193610,167361,167361,0.963881213750529,"Sample"
"M09","M09_HT20012011-01",1059455,1023454,1021030,899108,899108,0.963731352440642,"Sample"
"NS2","NS2_MH-09-AC_HT05042012-2",204862,197860,197430,172755,172755,0.963721920121838,"Sample"
"NS2","NS2_MH-12-AC_HT10052010-10",126135,121896,121541,105554,105554,0.963578705355373,"Sample"
"NS2","NS2_MH-04-AC_HAM14-000572",727856,702010,701293,610812,610809,0.963505143874613,"Sample"
"NS2","NS2_MH-07-AC_HT13022013-5",249402,240903,240244,206279,206279,0.963280166157449,"Sample"
"NS1","NS1_MH-02-AC_HAM15-000624",194914,188827,187678,160253,160253,0.962875935027756,"Sample"
"NS2","NS2_MH-12-AC_HT29122010-1",44655,43080,42995,36282,36282,0.962826111297727,"Sample"
"NS2","NS2_MH-12-AC_HT04112010-1",43701,42096,42076,37090,37090,0.962815496212901,"Sample"
"NS2","NS2_MH-07-AC_HT11022013-8",262482,253000,252609,217223,217223,0.962385992182321,"Sample"
"NS2","NS2_MH-08-AC_HT04122012-2",210107,202572,202196,177232,177232,0.962347756143298,"Sample"
"NS2","NS2_MH-12-AC_HT22102010-1",74286,71570,71478,62777,62777,0.962200145384056,"Sample"
"NS2","NS2_MH-07-AC_HT04112013-2",228417,220109,219763,189898,189898,0.962113152698792,"Sample"
"NS2","NS2_MH-05-AC_HAM14-000468",184580,177872,177570,154397,154397,0.962021887528443,"Sample"
"NS2","NS2_MH-07-AC_HT15102013-2",304851,293919,293189,252177,252177,0.961745246038229,"Sample"
"M14","M14_HAM16-068-D0",382209,368252,367521,309120,309120,0.961570763639789,"Sample"
"NS2","NS2_MH-07-AC_HT02082013-2",160784,154860,154596,133430,133430,0.961513583441138,"Sample"
"NS2","NS2_MH-07-AC_HT02122013-1",259512,250156,249446,214315,214315,0.961211812941213,"Sample"
"M04","M04_HAM16-126-D0",994600,962035,955975,823901,823901,0.961165292579932,"Sample"
"NS2","NS2_MH-08-AC_HT17122012-3",192037,184786,184532,160484,160484,0.960918989569718,"Sample"
"NS2","NS2_MH-07-AC_HT03072013-2",284114,274574,272961,234665,234659,0.960744630676419,"Sample"
"NS2","NS2_MH-07-AC_HT17062013-1",203360,195770,195373,167012,167012,0.960724822974036,"Sample"
"NS2","NS2_MH-05-AC_HT15052013-1",214243,207301,205817,174283,174283,0.960670827051526,"Sample"
"NS1","NS1_MH-02-AC_HAM15-000721",662960,639739,636800,542877,542877,0.96054060576807,"Sample"
"NS2","NS2_MH-07-AC_HT22092013-2",133347,128736,128075,108227,108227,0.960464052434625,"Sample"
"NS2","NS2_MH-06-AC_HT26082013-1",183352,176677,176086,150102,150102,0.960371307648676,"Sample"
"NS2","NS2_MH-07-AC_HT30042013-10",273542,263491,262574,226528,226528,0.95990378077224,"Sample"
"NS2","NS2_MH-07-AC_HT19102013-1",182646,175536,175321,150442,150442,0.959895097620534,"Sample"
"NS2","NS2_MH-05-AC_HAM14-000096",189735,182415,182105,158066,158066,0.959786017339974,"Sample"
"NS1","NS1_MH-02-AC_HAM15-000738",493105,474994,473132,403775,403775,0.95949544214721,"Sample"
"M04","M04_HT15032011-09",1833259,1766446,1758815,1524927,1524908,0.95939253537007,"Sample"
"NS2","NS2_MH-07-AC_HT22052013-4",302060,290151,289728,249837,249837,0.959173674104483,"Sample"
"NS2","NS2_MH-05-AC_HAM14-000608",217595,208818,208698,181173,181173,0.959112111951102,"Sample"
"NS2","NS2_MH-05-AC_HT05102013-2",269669,260303,258591,221612,221612,0.958920009344789,"Sample"
"NS2","NS2_MH-07-AC_HT26072013-3",282962,271672,271271,234239,234239,0.958683498137559,"Sample"
"NS2","NS2_MH-12-AC_HT05102010-3",57094,54799,54735,46467,46467,0.958682173258136,"Sample"
"NS2","NS2_MH-07-AC_HT09092013-4",307232,296426,294503,252997,252990,0.958568768878242,"Sample"
"NS2","NS2_MH-12-AC_HT04032011-2",23765,22912,22774,19717,19717,0.958300021039344,"Sample"
"NS2","NS2_MH-12-AC_HT30042010-8",84912,81601,81370,71062,71062,0.958286225739589,"Sample"
"NS2","NS2_MH-04-AC_HAM14-000574",690333,662059,661536,574587,574587,0.958285349244495,"Sample"
"NS2","NS2_MH-07-AC_HT26102013-1",297700,285486,285227,246477,246469,0.958102116224387,"Sample"
"NS1","NS1_MH-02-AC_HAM15-000729",628379,604313,601928,512997,512997,0.95790597712527,"Sample"
"NS1","NS1_MH-02-AC_HAM15-000648",102138,98211,97810,84168,84168,0.957625957038516,"Sample"
"NS2","NS2_MH-07-AC_HT14042013-3",272989,262016,261412,227266,227266,0.957591697833979,"Sample"
"NS2","NS2_MH-06-AC_HT12072013-7",148887,143115,142565,121594,121594,0.957538267276525,"Sample"
"NS2","NS2_MH-07-AC_HT31082013-1",385333,371824,368936,314271,314258,0.957447195023525,"Sample"
"NS1","NS1_MH-02-AC_HAM15-000755",589953,567561,564401,485579,485573,0.956688075151749,"Sample"
"M14","M14_HAM16-083-D0",455493,437235,435763,364967,364967,0.956684295916732,"Sample"
"NS2","NS2_MH-06-AC_HT26122013-1",206979,198328,198002,169238,169238,0.95662845022925,"Sample"
"NS1","NS1_MH-03-AC_2005-200",1753635,1683329,1676988,1449258,1449258,0.956292501005055,"Sample"
"NS2","NS2_MH-07-AC_HT15072013-2",288914,278865,276271,236244,236244,0.95623957302173,"Sample"
"NS2","NS2_MH-05-AC_HT03122013-1",245621,235030,234863,204044,204044,0.956200813448361,"Sample"
"NS1","NS1_MH-02-AC_HAM15-000778",340945,327273,325985,280357,280357,0.956121955154057,"Sample"
"NS2","NS2_MH-12-AC_HT18082010-1",63213,60450,60428,52705,52705,0.955942606742284,"Sample"
"M14","M14_HAM14-128-D0",5562,5323,5316,4527,4527,0.955771305285868,"Sample"
"NS2","NS2_MH-12-AC_HT22102010-3",31599,30216,30192,26639,26639,0.955473274470711,"Sample"
"NS2","NS2_MH-12-AC_HT22072010-1",68528,65556,65461,56913,56913,0.955244571561989,"Sample"
"NS2","NS2_MH-05-AC_HAM14-000540",236763,226496,226049,195688,195688,0.95474799694209,"Sample"
"NS2","NS2_MH-04-AC_HAM14-000352",747919,715106,714065,614611,614611,0.954735740100198,"Sample"
"M14","M14_HAM14-064-D0",565934,542328,540312,442906,445846,0.954726169482661,"Sample"
"NS2","NS2_MH-07-AC_HT13122013-1",241110,231918,230190,197611,197611,0.954709468707229,"Sample"
"NS2","NS2_MH-08-AC_HT07092012-1",225094,215541,214867,185613,185613,0.954565648129226,"Sample"
"NS2","NS2_MH-07-AC_HT16062013-12",291144,278500,277859,239440,239440,0.954369659000357,"Sample"
"NS2","NS2_MH-12-AC_HT04092010-3",55044,52576,52531,46075,46075,0.954345614417557,"Sample"
"NS2","NS2_MH-06-AC_HT03102013-1",117393,112281,112014,95387,95387,0.954179550739823,"Sample"
"NS2","NS2_MH-06-AC_HT01052013-1",178268,170454,170088,145733,145733,0.954114030560729,"Sample"
"M14","M14_HAM14-108-D0",26691,25587,25463,21482,21482,0.953991982316137,"Sample"
"NS2","NS2_MH-09-AC_HT15122011-3",200657,191617,191425,166420,166420,0.95399113910803,"Sample"
"NS2","NS2_MH-06-AC_HT06122013-1",171188,163636,163294,139490,139490,0.953886954693086,"Sample"
"NS1","NS1_MH-02-AC_HAM15-000782",288102,276239,274809,234048,234048,0.953860091217694,"Sample"
"M14","M14_HAM14-052-D0",11561,11066,11027,9336,9336,0.953810224029063,"Sample"
"M08","M08_HAM15-132-D0",921079,880676,878403,758214,758214,0.953667383579476,"Sample"
"M14","M14_HAM14-079-D0",423113,404859,403305,329407,329407,0.953185082944745,"Sample"
"NS2","NS2_MH-08-AC_HT25112012-6",204807,195501,195196,169275,169275,0.953072893016352,"Sample"
"NS2","NS2_MH-07-AC_HT11072013-4",220310,210503,209964,180148,180148,0.953038899732196,"Sample"
"NS2","NS2_MH-07-AC_HT02092013-1",187237,178693,178427,153614,153614,0.952947334127336,"Sample"
"NS2","NS2_MH-07-AC_HT24112013-1",115510,110255,110031,94030,94030,0.952566877326638,"Sample"
"NS1","NS1_MH-03-AC_HAM15-000634",1833383,1752932,1745964,1498404,1498397,0.952318200834196,"Sample"
"NS2","NS2_MH-12-AC_HT23122010-1",60485,57664,57597,49990,49990,0.952252624617674,"Sample"
"NS1","NS1_MH-02-AC_HAM15-000776",342259,327322,325886,280145,280145,0.952161959218019,"Sample"
"NS2","NS2_MH-08-AC_HT10072012-2",187192,178249,178198,155414,155414,0.951953074917732,"Sample"
"NS1","NS1_MH-02-AC_HAM15-000769",301407,288075,286920,247915,247915,0.951935422866755,"Sample"
"M14","M14_HAM16-169-D0",350156,334426,333234,278659,278659,0.951672968619701,"Sample"
"NS2","NS2_MH-07-AC_HT12052013-16",266201,254301,253317,217703,217703,0.95160048234229,"Sample"
"M14","M14_HT12032012-02",836612,798464,796019,680042,680042,0.951479299842699,"Sample"
"NS2","NS2_MH-06-AC_HT10072013-2",243194,231793,231371,198641,198641,0.951384491393702,"Sample"
"NS2","NS2_MH-07-AC_HT06102013-1",91660,87348,87203,76100,76100,0.951374645428758,"Sample"
"NS2","NS2_MH-12-AC_HT28032010-1",52768,50228,50198,44002,44002,0.951296240145543,"Sample"
"NS2","NS2_MH-09-AC_HT11072011-3",175117,166764,166581,144059,144059,0.95125544635872,"Sample"
"NS1","NS1_MH-02-AC_HAM15-000662",233871,223614,222467,190518,190518,0.9512380756913,"Sample"
"NS2","NS2_MH-12-AC_HT13072010-4",105602,100589,100445,87536,87536,0.951165697619363,"Sample"
"NS1","NS1_MH-03-AC_HAM15-000381",1321427,1261488,1256801,1084611,1084611,0.951093779679089,"Sample"
"NS2","NS2_MH-12-AC_HT18042011-10",74569,71041,70916,61367,61367,0.951011814561011,"Sample"
"NS2","NS2_MH-07-AC_HT21112013-1",289277,276125,275080,233814,233814,0.950922472232497,"Sample"
"M14","M14_HAM16-185-D0",605155,576737,575419,483090,483090,0.950862175806198,"Sample"
"NS2","NS2_MH-12-AC_HT20022011-2",25042,23845,23810,20929,20929,0.950802651545404,"Sample"
"NS2","NS2_MH-05-AC_HAM14-000557",222843,212434,211791,183161,183161,0.950404544903811,"Sample"
"NS2","NS2_MH-06-AC_HT07092013-2",150299,142917,142803,122495,122495,0.95012608200986,"Sample"
"NS2","NS2_MH-04-AC_HAM14-000391",618377,589185,587457,502910,502910,0.949998140293058,"Sample"
"NS2","NS2_MH-08-AC_HT06122012-2",224781,214063,213491,186374,186374,0.949773334934892,"Sample"
"M10","M10_HT04042012-03",899241,855592,853735,747399,747399,0.949395100979604,"Sample"
"NS2","NS2_MH-06-AC_HT30032013-1",214320,203848,203458,174133,174133,0.949318775662561,"Sample"
"NS1","NS1_MH-02-AC_HAM15-000753",541987,517302,514327,437448,437448,0.948965565594747,"Sample"
"M08","M08_HAM15-114-D0",676140,643596,641323,554585,554585,0.948506226521135,"Sample"
"NS2","NS2_MH-09-AC_HT26122011-2",181260,172105,171920,149743,149743,0.948471808451947,"Sample"
"M09","M09_HAM14-128-D0",1963825,1866427,1862619,1637598,1795668,0.948464858121268,"Sample"
"NS2","NS2_MH-07-AC_HT19052013-1",320388,303980,303852,266550,266550,0.948387580059178,"Sample"
"NS1","NS1_MH-02-AC_HAM15-000659",355727,338828,337323,287011,287011,0.948263696598796,"Sample"
"NS2","NS2_MH-05-AC_HAM14-000236",164900,157085,156307,134612,134612,0.947889630078836,"Sample"
"NS2","NS2_MH-06-AC_HT02102013-3",128364,122065,121672,96649,96649,0.947867003209623,"Sample"
"NS2","NS2_MH-06-AC_HT25042013-6",144473,137440,136936,117205,117205,0.947831082624435,"Sample"
"NS2","NS2_MH-12-AC_HT24122010-2",88256,83711,83645,73145,73145,0.947754260333575,"Sample"
"NS2","NS2_MH-05-AC_HT23062013-1",219025,207792,207573,178979,178979,0.947713731309211,"Sample"
"NS1","NS1_MH-03-AC_HAM15-000396",2022667,1924654,1916342,1645572,1645572,0.947433265090101,"Sample"
"NS2","NS2_MH-12-AC_HT13102010-3",59936,56852,56758,49470,49470,0.946976775226909,"Sample"
"NS2","NS2_MH-08-AC_HT22102012-2",190428,180859,180320,154692,154692,0.946919570651375,"Sample"
"M14","M14_HT24042013-02",436419,414346,413209,348547,348547,0.946817164238954,"Sample"
