sampleID,Run,Lib_plate,Lib_plate_pos,Lib_condition,qPCR_Ct,qPCR_Quantity,Type,DNA_Plate_No,Micronix,RackID,Index_plate,Lib_pool
MH-13-AC_HT12122010-1,NS2,MH-13-AC,G02,"1A5 & 2, 20 cycles",32.49133301,55.41591561,NA,P2,4064905498,STP_P2,Dual-031,Pool_08_AC
MH-13-AC_HT12122011-4,NS2,MH-13-AC,G01,"1A5 & 2, 20 cycles",35.19285202,5.632187852,NA,P3,4064906121,STP_P3,Dual-031,Pool_08_AC
MH-08-AC_HT12122012-3,NS2,MH-08-AC,F10,"1A5 & 2, 15 cycles",21.54513741,49154.63769,NA,P5,4064905338,STP_P5,Dual-024,Pool_06_AC
MH-08-AC_HT12122012-5,NS2,MH-08-AC,B03,"1A5 & 2, 15 cycles",25.54714584,3746.472874,NA,P5,4064906101,STP_P5,Dual-024,Pool_06_AC
MH-07-AC_HT13022013-5,NS2,MH-07-AC,B09,"1A5 & 2, 15 cycles",20.52273369,94878.56013,NA,P5,4064905505,STP_P5,Dual-027,Pool_05_AC
MH-13-AC_HT13032011-4,NS2,MH-13-AC,A01,"1A5 & 2, 20 cycles",41.99169922,0.171851979,NA,P2,4064906218,STP_P2,Dual-031,Pool_08_AC
MH-12-AC_HT13052011-5,NS2,MH-12-AC,H06,"1A5 & 2, 15 cycles",23.88085556,10402.74499,NA,P2,4064906180,STP_P2,Dual-032,Pool_07_AC
MH-08-AC_HT13062012-2,NS2,MH-08-AC,G10,"1A5 & 2, 15 cycles",20.98690033,52495.2625,NA,P4,4064905455,STP_P4,Dual-024,Pool_06_AC
MH-12-AC_HT13072010-1,NS2,MH-12-AC,H03,"1A5 & 2, 15 cycles",24.97757912,5517.435773,NA,P1,4064906075,STP_P1,Dual-032,Pool_07_AC
MH-12-AC_HT13072010-4,NS2,MH-12-AC,D08,"1A5 & 2, 15 cycles",23.55747223,13446.96086,NA,P1,4064906253,STP_P1,Dual-032,Pool_07_AC
MH-09-AC_HT13072011-4,NS2,MH-09-AC,A06,"1A5 & 2, 15 cycles",24.6461277,8343.758013,NA,P3,4064906095,STP_P3,Dual-025,Pool_06_AC
MH-05-AC_HT13072013-3,NS2,MH-05-AC,D06,"1A5 & 2, 20 cycles",28.5817318,480.0790342,NA,P6,4064905876,STP_P6,Dual-022,Pool_04_AC
MH-12-AC_HT13102010-3,NS2,MH-12-AC,E05,"1A5 & 2, 15 cycles",24.50588608,7417.251257,NA,P1,4064905981,STP_P1,Dual-032,Pool_07_AC
MH-11-AC_HT13102010-4,NS2,MH-11-AC,G01,"1A5 & 2, 20 cycles",32.12997437,44.16942297,NA,P1,4064905678,STP_P1,Dual-034,Pool_07_AC
MH-05-AC_HT13102013-1,NS2,MH-05-AC,H04,"1A5 & 2, 20 cycles",29.32539177,307.5069198,NA,P6,4064905518,STP_P6,Dual-022,Pool_04_AC
MH-07-AC_HT13102013-2,NS2,MH-07-AC,F09,"1A5 & 2, 15 cycles",19.44810295,149637.5834,NA,P6,4064906103,STP_P6,Dual-027,Pool_05_AC
NA,NA,NA,NA,NA,NA,NA,NA,P2,4064906207,STP_P2,NA,NA
MH-08-AC_HT13112012-5,NS2,MH-08-AC,A01,"1A5 & 2, 15 cycles",26.25523567,1630.409143,NA,P4,4064905386,STP_P4,Dual-024,Pool_06_AC
NA,NA,NA,NA,NA,NA,NA,NA,P2,4064905522,STP_P2,NA,NA
MH-09-AC_HT13122011-10,NS2,MH-09-AC,E06,"1A5 & 2, 15 cycles",24.34287262,10154.88757,NA,P3,4064906264,STP_P3,Dual-025,Pool_06_AC
MH-08-AC_HT13122012-3,NS2,MH-08-AC,B09,"1A5 & 2, 15 cycles",22.4040947,28289.08434,NA,P5,4064905840,STP_P5,Dual-024,Pool_06_AC
MH-07-AC_HT13122013-1,NS2,MH-07-AC,B03,"1A5 & 2, 15 cycles",22.97319412,10621.82398,NA,P7,4064905485,STP_P7,Dual-027,Pool_05_AC
MH-13-AC_HT14042011-5,NS2,MH-13-AC,E03,"1A5 & 2, 20 cycles",31.22907448,119.3772833,NA,P2,4064905589,STP_P2,Dual-031,Pool_08_AC
MH-07-AC_HT14042013-3,NS2,MH-07-AC,E09,"1A5 & 2, 15 cycles",19.90928841,140776.8001,NA,P5,4064905603,STP_P5,Dual-027,Pool_05_AC
MH-12-AC_HT14062010-3,NS2,MH-12-AC,H12,"1A5 & 2, 15 cycles",19.02712631,162994.3764,NA,P1,4064905909,STP_P1,Dual-032,Pool_07_AC
MH-08-AC_HT14062012-7,NS2,MH-08-AC,E02,"1A5 & 2, 15 cycles",25.94949341,2960.161096,NA,P4,4064905409,STP_P4,Dual-024,Pool_06_AC
MH-08-AC_HT14072012-1,NS2,MH-08-AC,A09,"1A5 & 2, 15 cycles",21.97870636,27306.14195,NA,P4,4064906126,STP_P4,Dual-024,Pool_06_AC
MH-08-AC_HT14082012-1,NS2,MH-08-AC,F11,"1A5 & 2, 15 cycles",19.78163147,116164.6512,NA,P4,4064905407,STP_P4,Dual-024,Pool_06_AC
NA,NA,NA,NA,NA,NA,NA,NA,P6,4064905590,STP_P6,NA,NA
MH-12-AC_HT14102010-1,NS2,MH-12-AC,H04,"1A5 & 2, 15 cycles",24.09519386,6799.365543,NA,P1,4064905705,STP_P1,Dual-032,Pool_07_AC
MH-11-AC_HT14102010-2,NS2,MH-11-AC,D05,"1A5 & 2, 20 cycles",27.3663044,1233.005053,NA,P1,4064905551,STP_P1,Dual-034,Pool_07_AC
NA,NA,NA,NA,NA,NA,NA,NA,P1,4064906059,STP_P1,NA,NA
MH-06-AC_HT14102013-1,NS2,MH-06-AC,G01,"1A5 & 2, 15 cycles",27.19820976,1165.654105,NA,P6,4064905728,STP_P6,Dual-023,Pool_05_AC
MH-06-AC_HT14102013-3,NS2,MH-06-AC,B05,"1A5 & 2, 15 cycles",26.16783905,2222.74318,NA,P6,4064905894,STP_P6,Dual-023,Pool_05_AC
MH-05-AC_HT14112013-2,NS2,MH-05-AC,H05,"1A5 & 2, 20 cycles",28.8181591,414.1807445,NA,P6,4064906052,STP_P6,Dual-022,Pool_04_AC
MH-06-AC_HT14112013-3,NS2,MH-06-AC,E01,"1A5 & 2, 15 cycles",27.28614426,1078.193302,NA,P6,4064905615,STP_P6,Dual-023,Pool_05_AC
MH-07-AC_HT14112013-7,NS2,MH-07-AC,E07,"1A5 & 2, 15 cycles",21.61462021,37230.93181,NA,P6,4064905556,STP_P6,Dual-027,Pool_05_AC
MH-12-AC_HT14122010-4,NS2,MH-12-AC,C07,"1A5 & 2, 15 cycles",23.80021858,10925.45086,NA,P2,4064905833,STP_P2,Dual-032,Pool_07_AC
MH-12-AC_HT14122010-5,NS2,MH-12-AC,F01,"1A5 & 2, 15 cycles",25.73139572,3376.99711,NA,P2,4064905408,STP_P2,Dual-032,Pool_07_AC
MH-12-AC_HT14122010-7,NS2,MH-12-AC,A12,"1A5 & 2, 15 cycles",21.43287659,46080.07379,NA,P2,4064906034,STP_P2,Dual-032,Pool_07_AC
MH-08-AC_HT14122012-4,NS2,MH-08-AC,G01,"1A5 & 2, 15 cycles",26.38902664,2179.95345,NA,P5,4064905687,STP_P5,Dual-024,Pool_06_AC
MH-09-AC_HT14122012-7,NS2,MH-09-AC,G01,"1A5 & 2, 15 cycles",26.99935913,1472.155751,NA,P5,4064905735,STP_P5,Dual-025,Pool_06_AC
MH-13-AC_HT14122012-9,NS2,MH-13-AC,E04,"1A5 & 2, 20 cycles",30.11429977,198.5226193,NA,P5,4064905655,STP_P5,Dual-031,Pool_08_AC
MH-07-AC_HT14122013-1,NS2,MH-07-AC,H04,"1A5 & 2, 15 cycles",22.44085312,14958.11746,NA,P7,4064906170,STP_P7,Dual-027,Pool_05_AC
MH-07-AC_HT14122013-2,NS2,MH-07-AC,E05,"1A5 & 2, 15 cycles",21.98029518,20114.37038,NA,P7,4064905899,STP_P7,Dual-027,Pool_05_AC
MH-12-AC_HT15022011-1,NS2,MH-12-AC,G12,"1A5 & 2, 15 cycles",19.81771088,123021.8002,NA,P2,4064906119,STP_P2,Dual-032,Pool_07_AC
MH-13-AC_HT15022011-2,NS2,MH-13-AC,H05,"1A5 & 2, 20 cycles",28.8665638,502.0186224,NA,P2,4064905835,STP_P2,Dual-031,Pool_08_AC
MH-09-AC_HT15032012-4,NS2,MH-09-AC,D03,"1A5 & 2, 15 cycles",25.79401588,3966.718311,NA,P3,4064905942,STP_P3,Dual-025,Pool_06_AC
MH-12-AC_HT15042011-5,NS2,MH-12-AC,F12,"1A5 & 2, 15 cycles",19.97161102,112033.0682,NA,P2,4064905585,STP_P2,Dual-032,Pool_07_AC
MH-09-AC_HT15042012-2,NS2,MH-09-AC,F04,"1A5 & 2, 15 cycles",24.35544395,6016.22781,NA,P3,4064905674,STP_P3,Dual-025,Pool_06_AC
MH-09-AC_HT15052012-13,NS2,MH-09-AC,C08,"1A5 & 2, 15 cycles",23.39838219,18723.38912,NA,P3,4064905966,STP_P3,Dual-025,Pool_06_AC
MH-05-AC_HT15052013-1,NS2,MH-05-AC,E06,"1A5 & 2, 20 cycles",28.48886681,520.2221201,NA,P5,4064906219,STP_P5,Dual-022,Pool_04_AC
MH-09-AC_HT15062011-12,NS2,MH-09-AC,C11,"1A5 & 2, 15 cycles",20.7741394,102482.8407,NA,P3,4064906224,STP_P3,Dual-025,Pool_06_AC
MH-06-AC_HT15062013-7,NS2,MH-06-AC,D03,"1A5 & 2, 15 cycles",26.78265572,1692.344685,NA,P5,4064905368,STP_P5,Dual-023,Pool_05_AC
NA,NA,NA,NA,NA,NA,NA,NA,P1,4064905533,STP_P1,NA,NA
MH-12-AC_HT15072010-2,NS2,MH-12-AC,A06,"1A5 & 2, 15 cycles",24.38274193,8012.937776,NA,P1,4064905629,STP_P1,Dual-032,Pool_07_AC
MH-11-AC_HT15072010-3,NS2,MH-11-AC,A06,"1A5 & 2, 20 cycles",26.68392181,1891.776265,NA,P1,4064905335,STP_P1,Dual-034,Pool_07_AC
MH-07-AC_HT15072013-2,NS2,MH-07-AC,A05,"1A5 & 2, 15 cycles",23.01918602,15977.26567,NA,P6,4064905412,STP_P6,Dual-027,Pool_05_AC
MH-06-AC_HT15072013-3,NS2,MH-06-AC,F08,"1A5 & 2, 15 cycles",24.91492462,4872.518044,NA,P6,4064905451,STP_P6,Dual-023,Pool_05_AC
MH-07-AC_HT15102013-2,NS2,MH-07-AC,F06,"1A5 & 2, 15 cycles",21.94952965,30204.46545,NA,P6,4064905398,STP_P6,Dual-027,Pool_05_AC
MH-07-AC_HT15102013-5,NS2,MH-07-AC,G05,"1A5 & 2, 15 cycles",22.55247688,20727.27936,NA,P6,4064905779,STP_P6,Dual-027,Pool_05_AC
MH-12-AC_HT15112010-1,NS2,MH-12-AC,H08,"1A5 & 2, 15 cycles",23.24874115,15277.47774,NA,P2,4064905898,STP_P2,Dual-032,Pool_07_AC
MH-08-AC_HT15112012-2,NS2,MH-08-AC,H03,"1A5 & 2, 15 cycles",24.54135895,5044.481778,NA,P4,4064905365,STP_P4,Dual-024,Pool_06_AC
MH-06-AC_HT15112013-1,NS2,MH-06-AC,E02,"1A5 & 2, 15 cycles",26.99095154,1327.259227,NA,P6,4064905417,STP_P6,Dual-023,Pool_05_AC
MH-12-AC_HT15122010-1,NS2,MH-12-AC,H01,"1A5 & 2, 15 cycles",25.67980576,3484.596703,NA,P2,4064905628,STP_P2,Dual-032,Pool_07_AC
MH-12-AC_HT15122010-2,NS2,MH-12-AC,F03,"1A5 & 2, 15 cycles",25.00952148,5237.627545,NA,P2,4064905378,STP_P2,Dual-032,Pool_07_AC
MH-09-AC_HT15122011-1,NS2,MH-09-AC,H08,"1A5 & 2, 15 cycles",22.90566635,25763.09556,NA,P3,4064905608,STP_P3,Dual-025,Pool_06_AC
MH-13-AC_HT15122011-11,NS2,MH-13-AC,H04,"1A5 & 2, 20 cycles",30.12470055,239.9379108,NA,P3,4064905583,STP_P3,Dual-031,Pool_08_AC
MH-09-AC_HT15122011-3,NS2,MH-09-AC,F08,"1A5 & 2, 15 cycles",23.10621071,22624.54123,NA,P3,4064906235,STP_P3,Dual-025,Pool_06_AC
MH-13-AC_HT15122011-9,NS2,MH-13-AC,B05,"1A5 & 2, 20 cycles",29.87281609,282.4622547,NA,P3,4064906107,STP_P3,Dual-031,Pool_08_AC
MH-08-AC_HT15122012-1,NS2,MH-08-AC,G08,"1A5 & 2, 15 cycles",22.56027222,25585.35501,NA,P5,4064906210,STP_P5,Dual-024,Pool_06_AC
MH-08-AC_HT15122012-4,NS2,MH-08-AC,E07,"1A5 & 2, 15 cycles",23.24631882,16456.88417,NA,P5,4064905444,STP_P5,Dual-024,Pool_06_AC
NA,NA,NA,NA,NA,NA,NA,NA,P7,4064905675,STP_P7,NA,NA
MH-13-AC_HT16012011-1,NS2,MH-13-AC,C02,"1A5 & 2, 20 cycles",33.86129379,24.0940382,NA,P2,4064905360,STP_P2,Dual-031,Pool_08_AC
MH-12-AC_HT16022011-1,NS2,MH-12-AC,B10,"1A5 & 2, 15 cycles",21.9725399,22271.21778,NA,P2,4064906139,STP_P2,Dual-032,Pool_07_AC
MH-13-AC_HT16022011-2,NS2,MH-13-AC,D09,"1A5 & 2, 20 cycles",27.17900467,1051.959981,NA,P2,4064905959,STP_P2,Dual-031,Pool_08_AC
MH-12-AC_HT16022011-3,NS2,MH-12-AC,H10,"1A5 & 2, 15 cycles",22.38858032,25773.22834,NA,P2,4064905491,STP_P2,Dual-032,Pool_07_AC
MH-06-AC_HT16022013-1,NS2,MH-06-AC,B04,"1A5 & 2, 15 cycles",26.51292038,2012.973684,NA,P5,4064906048,STP_P5,Dual-023,Pool_05_AC
MH-11-AC_HT16032010-7,NS2,MH-11-AC,C06,"1A5 & 2, 20 cycles",26.55253792,2054.297545,NA,P1,4064905645,STP_P1,Dual-034,Pool_07_AC
MH-12-AC_HT16032011-1,NS2,MH-12-AC,A07,"1A5 & 2, 15 cycles",23.86021805,10534.09154,NA,P2,4064905419,STP_P2,Dual-032,Pool_07_AC
MH-13-AC_HT16032011-3,NS2,MH-13-AC,C08,"1A5 & 2, 20 cycles",28.00483894,847.715171,NA,P2,4064905722,STP_P2,Dual-031,Pool_08_AC
MH-11-AC_HT16042011-10,NS2,MH-11-AC,G05,"1A5 & 2, 20 cycles",26.29669571,1764.677639,NA,P2,4064906163,STP_P2,Dual-034,Pool_07_AC
NA,NA,NA,NA,NA,NA,NA,NA,P3,4064906166,STP_P3,NA,NA
MH-13-AC_HT16052011-1,NS2,MH-13-AC,E06,"1A5 & 2, 20 cycles",28.60749054,587.6593088,NA,P2,4064905423,STP_P2,Dual-031,Pool_08_AC
MH-12-AC_HT16052011-5,NS2,MH-12-AC,F04,"1A5 & 2, 15 cycles",24.74095726,6166.608858,NA,P2,4064905626,STP_P2,Dual-032,Pool_07_AC
MH-09-AC_HT16052012-7,NS2,MH-09-AC,D04,"1A5 & 2, 15 cycles",25.37029457,5219.573486,NA,P3,4064906098,STP_P3,Dual-025,Pool_06_AC
MH-07-AC_HT16052013-14,NS2,MH-07-AC,C05,"1A5 & 2, 15 cycles",23.14772224,17534.36704,NA,P5,4064905411,STP_P5,Dual-027,Pool_05_AC
MH-06-AC_HT16052013-17,NS2,MH-06-AC,G09,"1A5 & 2, 15 cycles",24.86056328,5826.61264,NA,P5,4064905953,STP_P5,Dual-023,Pool_05_AC
MH-09-AC_HT16062011-1,NS2,MH-09-AC,B02,"1A5 & 2, 15 cycles",27.18766403,1608.282924,NA,P3,4064906208,STP_P3,Dual-025,Pool_06_AC
MH-08-AC_HT16062012-11,NS2,MH-08-AC,A02,"1A5 & 2, 15 cycles",26.25881767,2443.633426,NA,P4,4064906279,STP_P4,Dual-024,Pool_06_AC
MH-08-AC_HT16062012-12,NS2,MH-08-AC,C09,"1A5 & 2, 15 cycles",21.91747665,28430.50583,NA,P4,4064905612,STP_P4,Dual-024,Pool_06_AC
MH-07-AC_HT16062013-12,NS2,MH-07-AC,H03,"1A5 & 2, 15 cycles",23.6438427,12743.86666,NA,P5,4064905848,STP_P5,Dual-027,Pool_05_AC
MH-07-AC_HT16062013-17,NS2,MH-07-AC,B04,"1A5 & 2, 15 cycles",23.62524796,12897.20405,NA,P5,4064905511,STP_P5,Dual-027,Pool_05_AC
MH-09-AC_HT16072011-2,NS2,MH-09-AC,B07,"1A5 & 2, 15 cycles",24.07108498,12109.77135,NA,P3,4064905776,STP_P3,Dual-025,Pool_06_AC
MH-09-AC_HT16072011-3,NS2,MH-09-AC,A04,"1A5 & 2, 15 cycles",24.76601028,4619.409424,NA,P3,4064905475,STP_P3,Dual-025,Pool_06_AC
MH-08-AC_HT16072012-8,NS2,MH-08-AC,C05,"1A5 & 2, 15 cycles",23.98179626,7294.006602,NA,P4,4064905566,STP_P4,Dual-024,Pool_06_AC
MH-08-AC_HT16082012-4,NS2,MH-08-AC,H08,"1A5 & 2, 15 cycles",22.02282715,26523.61752,NA,P4,4064906231,STP_P4,Dual-024,Pool_06_AC
MH-07-AC_HT16092013-1,NS2,MH-07-AC,A04,"1A5 & 2, 15 cycles",23.32122612,12824.64389,NA,P6,4064905399,STP_P6,Dual-027,Pool_05_AC
MH-07-AC_HT16092013-3,NS2,MH-07-AC,B02,"1A5 & 2, 15 cycles",23.98778152,8457.946174,NA,P6,4064905582,STP_P6,Dual-027,Pool_05_AC
MH-06-AC_HT16092013-4,NS2,MH-06-AC,F06,"1A5 & 2, 15 cycles",25.32290077,3674.171306,NA,P6,4064905372,STP_P6,Dual-023,Pool_05_AC
MH-09-AC_HT16102012-2,NS2,MH-09-AC,D01,"1A5 & 2, 15 cycles",26.47416687,1411.358735,NA,P4,4064905831,STP_P4,Dual-025,Pool_06_AC
MH-08-AC_HT16102012-3,NS2,MH-08-AC,H02,"1A5 & 2, 15 cycles",25.69594955,3463.992083,NA,P4,4064905821,STP_P4,Dual-024,Pool_06_AC
MH-06-AC_HT16102013-1,NS2,MH-06-AC,A06,"1A5 & 2, 15 cycles",25.36468697,3579.532605,NA,P6,4064905724,STP_P6,Dual-023,Pool_05_AC
MH-13-AC_HT16112010-1,NS2,MH-13-AC,E08,"1A5 & 2, 20 cycles",27.86274719,924.204142,NA,P2,4064905995,STP_P2,Dual-031,Pool_08_AC
MH-12-AC_HT16122010-1,NS2,MH-12-AC,A08,"1A5 & 2, 15 cycles",23.56289482,12621.25135,NA,P2,4064906093,STP_P2,Dual-032,Pool_07_AC
MH-13-AC_HT16122011-3,NS2,MH-13-AC,A09,"1A5 & 2, 20 cycles",27.97524452,965.596965,NA,P3,4064906245,STP_P3,Dual-031,Pool_08_AC
MH-13-AC_HT17022011-2,NS2,MH-13-AC,B03,"1A5 & 2, 20 cycles",31.53663635,99.01772591,NA,P2,4064905592,STP_P2,Dual-031,Pool_08_AC
MH-13-AC_HT17022011-3,NS2,MH-13-AC,D03,"1A5 & 2, 20 cycles",31.43190956,105.5273533,NA,P2,4064905901,STP_P2,Dual-031,Pool_08_AC
MH-07-AC_HT17022013-5,NS2,MH-07-AC,H01,"1A5 & 2, 15 cycles",24.475914,7462.186199,NA,P5,4064905867,STP_P5,Dual-027,Pool_05_AC
MH-09-AC_HT17042012-1,NS2,MH-09-AC,A03,"1A5 & 2, 15 cycles",26.1768074,3095.581943,NA,P3,4064905978,STP_P3,Dual-025,Pool_06_AC
MH-05-AC_HT17042013-11,NS2,MH-05-AC,E03,"1A5 & 2, 20 cycles",30.58896065,146.2903749,NA,P5,4064906201,STP_P5,Dual-022,Pool_04_AC
MH-13-AC_HT17052011-4,NS2,MH-13-AC,B09,"1A5 & 2, 20 cycles",27.73801994,997.0132649,NA,P2,4064905457,STP_P2,Dual-031,Pool_08_AC
MH-13-AC_HT17052011-5,NS2,MH-13-AC,B04,"1A5 & 2, 20 cycles",30.76850128,157.9543524,NA,P2,4064905869,STP_P2,Dual-031,Pool_08_AC
MH-11-AC_HT17062010-1,NS2,MH-11-AC,D02,"1A5 & 2, 20 cycles",31.02072716,88.5314118,NA,P1,4064905388,STP_P1,Dual-034,Pool_07_AC
MH-12-AC_HT17062010-2,NS2,MH-12-AC,E02,"1A5 & 2, 15 cycles",25.51957893,3927.150573,NA,P1,4064906026,STP_P1,Dual-032,Pool_07_AC
MH-11-AC_HT17062010-4,NS2,MH-11-AC,B01,"1A5 & 2, 20 cycles",41.84230423,0.14034453,NA,P1,4064906222,STP_P1,Dual-034,Pool_07_AC
MH-07-AC_HT17062013-1,NS2,MH-07-AC,D02,"1A5 & 2, 15 cycles",24.26118851,8567.391653,NA,P5,4064905381,STP_P5,Dual-027,Pool_05_AC
MH-07-AC_HT17062013-5,NS2,MH-07-AC,A01,"1A5 & 2, 15 cycles",24.73409462,6320.399954,NA,P5,4064905798,STP_P5,Dual-027,Pool_05_AC
MH-06-AC_HT17062013-7,NS2,MH-06-AC,D08,"1A5 & 2, 15 cycles",25.20442963,4670.450007,NA,P5,4064905492,STP_P5,Dual-023,Pool_05_AC
MH-08-AC_HT17072012-11,NS2,MH-08-AC,G07,"1A5 & 2, 15 cycles",22.69625473,17017.44939,NA,P4,4064905647,STP_P4,Dual-024,Pool_06_AC
MH-08-AC_HT17072012-19,NS2,MH-08-AC,G02,"1A5 & 2, 15 cycles",25.78813171,3271.588799,NA,P4,4064905377,STP_P4,Dual-024,Pool_06_AC
MH-08-AC_HT17072012-2,NS2,MH-08-AC,D05,"1A5 & 2, 15 cycles",24.36040878,7927.644688,NA,P4,4064905681,STP_P4,Dual-024,Pool_06_AC
MH-07-AC_HT17082013-1,NS2,MH-07-AC,B08,"1A5 & 2, 15 cycles",21.18701935,50344.99097,NA,P6,4064906067,STP_P6,Dual-027,Pool_05_AC
MH-08-AC_HT17112012-4,NS2,MH-08-AC,A04,"1A5 & 2, 15 cycles",24.52471924,5100.102734,NA,P4,4064905808,STP_P4,Dual-024,Pool_06_AC
MH-08-AC_HT17122012-2,NS2,MH-08-AC,A10,"1A5 & 2, 15 cycles",21.93515778,38248.47949,NA,P5,4064905361,STP_P5,Dual-024,Pool_06_AC
MH-08-AC_HT17122012-3,NS2,MH-08-AC,E11,"1A5 & 2, 15 cycles",20.34553909,106577.1691,NA,P5,4064906193,STP_P5,Dual-024,Pool_06_AC
MH-12-AC_HT18012011-2,NS2,MH-12-AC,A01,"1A5 & 2, 15 cycles",26.2141571,2518.037576,NA,P2,4064905543,STP_P2,Dual-032,Pool_07_AC
MH-13-AC_HT18022011-1,NS2,MH-13-AC,F03,"1A5 & 2, 20 cycles",31.22626305,119.5815072,NA,P2,4064905884,STP_P2,Dual-031,Pool_08_AC
MH-13-AC_HT18022011-4,NS2,MH-13-AC,E02,"1A5 & 2, 20 cycles",33.1412735,37.32707864,NA,P2,4064906212,STP_P2,Dual-031,Pool_08_AC
MH-07-AC_HT18022013-1,NS2,MH-07-AC,C02,"1A5 & 2, 15 cycles",24.27164841,8509.943915,NA,P5,4064906181,STP_P5,Dual-027,Pool_05_AC
MH-12-AC_HT18042011-10,NS2,MH-12-AC,D04,"1A5 & 2, 15 cycles",24.25296021,5848.85203,NA,P2,4064905623,STP_P2,Dual-032,Pool_07_AC
MH-12-AC_HT18042011-8,NS2,MH-12-AC,B09,"1A5 & 2, 15 cycles",23.14782906,16244.13252,NA,P2,4064906190,STP_P2,Dual-032,Pool_07_AC
MH-13-AC_HT18052011-21,NS2,MH-13-AC,D01,"1A5 & 2, 20 cycles",39.15786743,0.962499387,NA,P2,4064905477,STP_P2,Dual-031,Pool_08_AC
MH-06-AC_HT18052013-3,NS2,MH-06-AC,C09,"1A5 & 2, 15 cycles",24.983881,5382.300386,NA,P5,4064905828,STP_P5,Dual-023,Pool_05_AC
MH-09-AC_HT18072011-2,NS2,MH-09-AC,H03,"1A5 & 2, 15 cycles",24.77884865,4581.40428,NA,P3,4064905893,STP_P3,Dual-025,Pool_06_AC
MH-12-AC_HT18082010-1,NS2,MH-12-AC,G09,"1A5 & 2, 15 cycles",23.01853561,18855.99049,NA,P1,4064905435,STP_P1,Dual-032,Pool_07_AC
MH-06-AC_HT18092013-1,NS2,MH-06-AC,B06,"1A5 & 2, 15 cycles",25.3619957,3585.553751,NA,P6,4064905805,STP_P6,Dual-023,Pool_05_AC
MH-06-AC_HT18092013-2,NS2,MH-06-AC,C02,"1A5 & 2, 15 cycles",26.97377777,1310.434671,NA,P6,4064905748,STP_P6,Dual-023,Pool_05_AC
MH-07-AC_HT18092013-3,NS2,MH-07-AC,F02,"1A5 & 2, 15 cycles",23.9284687,9039.110934,NA,P6,4064906021,STP_P6,Dual-027,Pool_05_AC
MH-12-AC_HT18102010-3,NS2,MH-12-AC,G10,"1A5 & 2, 15 cycles",22.55830193,25167.09721,NA,P1,4064906110,STP_P1,Dual-032,Pool_07_AC
MH-08-AC_HT18102012-2,NS2,MH-08-AC,F01,"1A5 & 2, 15 cycles",26.44600677,2175.901267,NA,P4,4064906200,STP_P4,Dual-024,Pool_06_AC
MH-08-AC_HT18102012-3,NS2,MH-08-AC,F05,"1A5 & 2, 15 cycles",23.75805283,8452.839556,NA,P4,4064905892,STP_P4,Dual-024,Pool_06_AC
MH-09-AC_HT18122011-5,NS2,MH-09-AC,B05,"1A5 & 2, 15 cycles",25.03262138,6495.777348,NA,P3,4064905598,STP_P3,Dual-025,Pool_06_AC
MH-11-AC_HT19032010-5,NS2,MH-11-AC,H05,"1A5 & 2, 20 cycles",26.72198105,1847.145489,NA,P1,4064905799,STP_P1,Dual-034,Pool_07_AC
MH-12-AC_HT19032011-1,NS2,MH-12-AC,G07,"1A5 & 2, 15 cycles",22.98505592,12300.49562,NA,P2,4064905535,STP_P2,Dual-032,Pool_07_AC
MH-06-AC_HT19032013-7,NS2,MH-06-AC,H08,"1A5 & 2, 15 cycles",25.08478355,5044.072097,NA,P5,4064905692,STP_P5,Dual-023,Pool_05_AC
MH-13-AC_HT19052012-7,NS2,MH-13-AC,C05,"1A5 & 2, 20 cycles",28.67824936,372.6173469,NA,P3,4064905540,STP_P3,Dual-031,Pool_08_AC
MH-07-AC_HT19052013-1,NS2,MH-07-AC,G09,"1A5 & 2, 15 cycles",19.60922241,170747.0028,NA,P5,4064905616,STP_P5,Dual-027,Pool_05_AC
NA,NA,NA,NA,NA,NA,NA,NA,P5,4064905785,STP_P5,NA,NA
MH-11-AC_HT19092010-1,NS2,MH-11-AC,H04,"1A5 & 2, 20 cycles",27.50944138,1127.117857,NA,P1,4064905697,STP_P1,Dual-034,Pool_07_AC
MH-13-AC_HT19092012-1,NS2,MH-13-AC,H07,"1A5 & 2, 20 cycles",27.30102348,818.4402558,NA,P4,4064905732,STP_P4,Dual-031,Pool_08_AC
MH-07-AC_HT19102013-1,NS2,MH-07-AC,G02,"1A5 & 2, 15 cycles",23.80222511,9497.094488,NA,P6,4064905801,STP_P6,Dual-027,Pool_05_AC
MH-06-AC_HT19102013-3,NS2,MH-06-AC,H03,"1A5 & 2, 15 cycles",26.44428062,1823.993974,NA,P6,4064905515,STP_P6,Dual-023,Pool_05_AC
MH-12-AC_HT19112010-1,NS2,MH-12-AC,H02,"1A5 & 2, 15 cycles",25.44010353,4031.285715,NA,P2,4064906102,STP_P2,Dual-032,Pool_07_AC
MH-09-AC_HT19112012-4,NS2,MH-09-AC,H01,"1A5 & 2, 15 cycles",26.34432793,1537.439236,NA,P4,4064905784,STP_P4,Dual-025,Pool_06_AC
MH-07-AC_HT19112013-4,NS2,MH-07-AC,G03,"1A5 & 2, 15 cycles",23.40579796,12540.70534,NA,P6,4064905467,STP_P6,Dual-027,Pool_05_AC
MH-09-AC_HT19122011-5,NS2,MH-09-AC,B09,"1A5 & 2, 15 cycles",22.59401703,31526.29819,NA,P3,4064905392,STP_P3,Dual-025,Pool_06_AC
