sampleID,Run,Lib_plate,Lib_plate_pos,Lib_condition,qPCR_Ct,qPCR_Quantity,Type,DNA_Plate_No,Micronix,RackID,Index_plate,Lib_pool
NA,NA,NA,NA,NA,NA,NA,NA,P9,4064905800,STP_P9,NA,NA
MH-05-AC_HAM14-000042,NS2,MH-05-AC,D03,"1A5 & 2, 20 cycles",29.79364014,132.2247114,NA,P7,4064905749,STP_P7,Dual-022,Pool_04_AC
MH-05-AC_HAM14-000065,NS2,MH-05-AC,F06,"1A5 & 2, 20 cycles",28.1633606,549.3086394,NA,P7,4064905762,STP_P7,Dual-022,Pool_04_AC
MH-04-AC_HAM14-000067,NS2,MH-04-AC,C02,"1A5 & 2, 15 cycles",26.70294952,1402.416336,NA,P7,4064905380,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000075,NS2,MH-04-AC,D02,"1A5 & 2, 15 cycles",26.0136261,1503.263191,NA,P7,4064906188,STP_P7,Dual-041,Pool_03_AC
MH-05-AC_HAM14-000094,NS2,MH-05-AC,E02,"1A5 & 2, 20 cycles",31.90875626,33.92974328,NA,P7,4064905495,STP_P7,Dual-022,Pool_04_AC
MH-05-AC_HAM14-000096,NS2,MH-05-AC,C08,"1A5 & 2, 20 cycles",27.24841499,679.4696923,NA,P7,4064905822,STP_P7,Dual-022,Pool_04_AC
MH-04-AC_HAM14-000103,NS2,MH-04-AC,B02,"1A5 & 2, 15 cycles",26.2068615,1327.596788,NA,P7,4064905391,STP_P7,Dual-041,Pool_03_AC
NA,NA,NA,NA,NA,NA,NA,NA,P7,4064905772,STP_P7,NA,NA
MH-05-AC_HAM14-000130,NS2,MH-05-AC,E08,"1A5 & 2, 20 cycles",27.14868355,724.4762373,NA,P7,4064905763,STP_P7,Dual-022,Pool_04_AC
NA,NA,NA,NA,NA,NA,NA,NA,P7,4064905993,STP_P7,NA,NA
MH-04-AC_HAM14-000145,NS2,MH-04-AC,C09,"1A5 & 2, 15 cycles",22.72058296,12495.42474,NA,P7,4064905342,STP_P7,Dual-041,Pool_03_AC
MH-05-AC_HAM14-000163,NS2,MH-05-AC,A01,"1A5 & 2, 20 cycles",40.75722504,0.114626862,NA,P7,4064906054,STP_P7,Dual-022,Pool_04_AC
MH-05-AC_HAM14-000168,NS2,MH-05-AC,D05,"1A5 & 2, 20 cycles",28.22467041,362.6695779,NA,P7,4064905383,STP_P7,Dual-022,Pool_04_AC
MH-04-AC_HAM14-000169,NS2,MH-04-AC,F01,"1A5 & 2, 15 cycles",26.98159218,1172.764646,NA,P7,4064906023,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000193,NS2,MH-04-AC,D10,"1A5 & 2, 15 cycles",22.04737663,27830.77406,NA,P7,4064905382,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000200,NS2,MH-04-AC,B07,"1A5 & 2, 15 cycles",23.84739685,6054.001077,NA,P7,4064905726,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000204,NS2,MH-04-AC,G07,"1A5 & 2, 15 cycles",23.39027405,8122.927866,NA,P7,4064906081,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000206,NS2,MH-04-AC,H05,"1A5 & 2, 15 cycles",24.36173058,4349.045169,NA,P7,4064905744,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000210,NS2,MH-04-AC,H06,"1A5 & 2, 15 cycles",23.9069519,5826.521148,NA,P7,4064905366,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000213,NS2,MH-04-AC,F02,"1A5 & 2, 15 cycles",25.97694206,1539.148523,NA,P7,4064905519,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000220,NS2,MH-04-AC,G01,"1A5 & 2, 15 cycles",26.32976151,1226.708503,NA,P7,4064905753,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000228,NS2,MH-04-AC,H07,"1A5 & 2, 15 cycles",23.32357597,8478.923988,NA,P7,4064905538,STP_P7,Dual-041,Pool_03_AC
MH-05-AC_HAM14-000233,NS2,MH-05-AC,A06,"1A5 & 2, 20 cycles",27.91611481,442.2703316,NA,P7,4064905401,STP_P7,Dual-022,Pool_04_AC
MH-04-AC_HAM14-000235,NS2,MH-04-AC,G03,"1A5 & 2, 15 cycles",24.98810768,2907.051191,NA,P7,4064905353,STP_P7,Dual-041,Pool_03_AC
MH-05-AC_HAM14-000236,NS2,MH-05-AC,D09,"1A5 & 2, 20 cycles",27.05576897,769.084953,NA,P7,4064905331,STP_P7,Dual-022,Pool_04_AC
MH-04-AC_HAM14-000260,NS2,MH-04-AC,C06,"1A5 & 2, 15 cycles",24.26214981,4636.666824,NA,P7,4064905672,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000261,NS2,MH-04-AC,H01,"1A5 & 2, 15 cycles",26.29570198,1253.873952,NA,P7,4064906183,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000263,NS2,MH-04-AC,B05,"1A5 & 2, 15 cycles",24.7638092,3358.127151,NA,P7,4064905937,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000272,NS2,MH-04-AC,G05,"1A5 & 2, 15 cycles",24.41014481,4215.725053,NA,P7,4064905609,STP_P7,Dual-041,Pool_03_AC
MH-05-AC_HAM14-000281,NS2,MH-05-AC,G06,"1A5 & 2, 20 cycles",27.56551361,554.124594,NA,P7,4064906088,STP_P7,Dual-022,Pool_04_AC
MH-04-AC_HAM14-000298,NS2,MH-04-AC,D05,"1A5 & 2, 15 cycles",24.68118286,3541.391146,NA,P7,4064905394,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000303,NS2,MH-04-AC,D01,"1A5 & 2, 15 cycles",26.41367531,1162.264676,NA,P7,4064905499,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000310,NS2,MH-04-AC,F10,"1A5 & 2, 15 cycles",21.31527519,30848.94213,NA,P7,4064905783,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000316,NS2,MH-04-AC,D07,"1A5 & 2, 15 cycles",23.7251339,6549.217115,NA,P7,4064906072,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000324,NS2,MH-04-AC,F09,"1A5 & 2, 15 cycles",22.24607849,16954.13599,NA,P7,4064905618,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000328,NS2,MH-04-AC,E01,"1A5 & 2, 15 cycles",26.98488998,1170.285078,NA,P7,4064905390,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000336,NS2,MH-04-AC,C01,"1A5 & 2, 15 cycles",27.14077377,1058.868826,NA,P7,4064905506,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000337,NS2,MH-04-AC,A02,"1A5 & 2, 15 cycles",26.23251915,1305.870922,NA,P7,4064905838,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000352,NS2,MH-04-AC,G10,"1A5 & 2, 15 cycles",20.78535843,43375.15579,NA,P7,4064905389,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000355,NS2,MH-04-AC,H03,"1A5 & 2, 15 cycles",24.93618965,3005.750287,NA,P7,4064906241,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000378,NS2,MH-04-AC,A09,"1A5 & 2, 15 cycles",22.88427925,11246.88328,NA,P7,4064905794,STP_P7,Dual-041,Pool_03_AC
NA,NA,NA,NA,NA,NA,NA,NA,P7,4064905441,STP_P7,NA,NA
MH-04-AC_HAM14-000390,NS2,MH-04-AC,E05,"1A5 & 2, 15 cycles",24.60362625,3722.500197,NA,P7,4064905823,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000391,NS2,MH-04-AC,D06,"1A5 & 2, 15 cycles",24.22142029,4759.71844,NA,P7,4064905982,STP_P7,Dual-041,Pool_03_AC
MH-05-AC_HAM14-000392,NS2,MH-05-AC,B02,"1A5 & 2, 20 cycles",34.34647369,7.075367514,NA,P7,4064906277,STP_P7,Dual-022,Pool_04_AC
MH-04-AC_HAM14-000408,NS2,MH-04-AC,D09,"1A5 & 2, 15 cycles",22.52947044,14129.50519,NA,P7,4064905723,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000417,NS2,MH-04-AC,E07,"1A5 & 2, 15 cycles",23.50100327,7564.61739,NA,P7,4064905976,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000421,NS2,MH-04-AC,G06,"1A5 & 2, 15 cycles",24.55337143,5572.230733,NA,P7,4064906080,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000422,NS2,MH-04-AC,A10,"1A5 & 2, 15 cycles",22.70868301,18205.36071,NA,P7,4064905634,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000428,NS2,MH-04-AC,H02,"1A5 & 2, 15 cycles",25.66766167,1877.844549,NA,P7,4064906243,STP_P7,Dual-041,Pool_03_AC
MH-05-AC_HAM14-000451,NS2,MH-05-AC,B08,"1A5 & 2, 20 cycles",27.2700882,670.065053,NA,P7,4064906209,STP_P7,Dual-022,Pool_04_AC
MH-04-AC_HAM14-000455,NS2,MH-04-AC,A03,"1A5 & 2, 15 cycles",25.49699974,2095.674891,NA,P7,4064905478,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000456,NS2,MH-04-AC,F03,"1A5 & 2, 15 cycles",25.15135002,2617.342927,NA,P7,4064905557,STP_P7,Dual-041,Pool_03_AC
MH-05-AC_HAM14-000459,NS2,MH-05-AC,A04,"1A5 & 2, 20 cycles",29.10926628,205.3297194,NA,P7,4064905834,STP_P7,Dual-022,Pool_04_AC
MH-04-AC_HAM14-000464,NS2,MH-04-AC,E03,"1A5 & 2, 15 cycles",25.36754227,2277.61422,NA,P7,4064905671,STP_P7,Dual-041,Pool_03_AC
MH-05-AC_HAM14-000468,NS2,MH-05-AC,C09,"1A5 & 2, 20 cycles",27.05972672,767.1299747,NA,P7,4064905416,STP_P7,Dual-022,Pool_04_AC
MH-05-AC_HAM14-000469,NS2,MH-05-AC,A05,"1A5 & 2, 20 cycles",28.26567459,353.2311901,NA,P7,4064905771,STP_P7,Dual-022,Pool_04_AC
MH-04-AC_HAM14-000478,NS2,MH-04-AC,F07,"1A5 & 2, 15 cycles",23.98488617,8025.702328,NA,P7,4064905333,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000484,NS2,MH-04-AC,E02,"1A5 & 2, 15 cycles",26.00085258,1515.66264,NA,P7,4064906129,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000488,NS2,MH-04-AC,A05,"1A5 & 2, 15 cycles",24.91940498,3038.370265,NA,P7,4064905486,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000501,NS2,MH-04-AC,C03,"1A5 & 2, 15 cycles",25.97989464,2230.561113,NA,P7,4064906244,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000503,NS2,MH-04-AC,C07,"1A5 & 2, 15 cycles",23.82979774,6122.908349,NA,P7,4064905810,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000510,NS2,MH-04-AC,C10,"1A5 & 2, 15 cycles",21.79415131,22672.25293,NA,P7,4064905614,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000512,NS2,MH-04-AC,E06,"1A5 & 2, 15 cycles",24.21650124,4774.799151,NA,P7,4064906138,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000513,NS2,MH-04-AC,B03,"1A5 & 2, 15 cycles",25.42289734,2197.961163,NA,P7,4064905928,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000514,NS2,MH-04-AC,E10,"1A5 & 2, 15 cycles",21.4576416,28150.01792,NA,P7,4064905756,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000515,NS2,MH-04-AC,B10,"1A5 & 2, 15 cycles",21.99437332,19933.08646,NA,P7,4064905509,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000517,NS2,MH-04-AC,A08,"1A5 & 2, 15 cycles",23.15732956,9435.649564,NA,P7,4064906274,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000519,NS2,MH-04-AC,F06,"1A5 & 2, 15 cycles",24.15203857,4976.900102,NA,P7,4064905632,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000520,NS2,MH-04-AC,G02,"1A5 & 2, 15 cycles",25.84222412,1678.440634,NA,P7,4064906276,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000521,NS2,MH-04-AC,C05,"1A5 & 2, 15 cycles",24.70117569,3496.150246,NA,P7,4064905334,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000522,NS2,MH-04-AC,E09,"1A5 & 2, 15 cycles",22.85784531,16543.34271,NA,P7,4064906039,STP_P7,Dual-041,Pool_03_AC
MH-05-AC_HAM14-000523,NS2,MH-05-AC,F09,"1A5 & 2, 20 cycles",27.52556801,827.1579054,NA,P7,4064905425,STP_P7,Dual-022,Pool_04_AC
MH-05-AC_HAM14-000524,NS2,MH-05-AC,E09,"1A5 & 2, 20 cycles",26.96749306,814.0085123,NA,P7,4064905508,STP_P7,Dual-022,Pool_04_AC
MH-04-AC_HAM14-000526,NS2,MH-04-AC,B06,"1A5 & 2, 15 cycles",24.28173256,4578.641206,NA,P7,4064905462,STP_P7,Dual-041,Pool_03_AC
MH-05-AC_HAM14-000527,NS2,MH-05-AC,D10,"1A5 & 2, 20 cycles",26.67791367,980.6312954,NA,P7,4064906125,STP_P7,Dual-022,Pool_04_AC
MH-05-AC_HAM14-000529,NS2,MH-05-AC,C07,"1A5 & 2, 20 cycles",27.39694595,617.5708499,NA,P7,4064906197,STP_P7,Dual-022,Pool_04_AC
MH-04-AC_HAM14-000530,NS2,MH-04-AC,G09,"1A5 & 2, 15 cycles",22.21560097,17289.71157,NA,P7,4064906242,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000531,NS2,MH-04-AC,B09,"1A5 & 2, 15 cycles",22.82899284,11653.95031,NA,P7,4064905766,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000532,NS2,MH-04-AC,F05,"1A5 & 2, 15 cycles",24.42335701,4180.057293,NA,P7,4064906250,STP_P7,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000533,NS2,MH-04-AC,A01,"1A5 & 2, 15 cycles",26.61578751,1020.603378,NA,P7,4064905636,STP_P7,Dual-041,Pool_03_AC
MH-05-AC_HAM14-000534,NS2,MH-05-AC,H02,"1A5 & 2, 20 cycles",30.13635254,106.0709051,NA,P7,4064906063,STP_P7,Dual-022,Pool_04_AC
MH-05-AC_HAM14-000537,NS2,MH-05-AC,G07,"1A5 & 2, 20 cycles",27.34174538,639.8877423,NA,P7,4064905773,STP_P7,Dual-022,Pool_04_AC
MH-04-AC_HAM14-000539,NS2,MH-04-AC,A07,"1A5 & 2, 15 cycles",24.46327591,5903.933064,NA,P7,4064905752,STP_P7,Dual-041,Pool_03_AC
MH-05-AC_HAM14-000540,NS2,MH-05-AC,D08,"1A5 & 2, 20 cycles",27.80965614,689.2940171,NA,P7,4064905914,STP_P7,Dual-022,Pool_04_AC
MH-04-AC_HAM14-000541,NS2,MH-04-AC,D08,"1A5 & 2, 15 cycles",23.2020607,6008.248649,NA,P8,4064905938,STP_P8,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000542,NS2,MH-04-AC,B08,"1A5 & 2, 15 cycles",23.51194,4928.673484,NA,P8,4064906151,STP_P8,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000544,NS2,MH-04-AC,D11,"1A5 & 2, 15 cycles",21.51214409,17694.7087,NA,P8,4064905481,STP_P8,Dual-041,Pool_03_AC
MH-05-AC_HAM14-000547,NS2,MH-05-AC,H08,"1A5 & 2, 20 cycles",26.48301888,737.9094771,NA,P8,4064905847,STP_P8,Dual-022,Pool_04_AC
MH-04-AC_HAM14-000548,NS2,MH-04-AC,A12,"1A5 & 2, 15 cycles",20.55039597,32719.77286,NA,P8,4064906041,STP_P8,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000552,NS2,MH-04-AC,C11,"1A5 & 2, 15 cycles",23.43512535,16118.18078,NA,P8,4064905539,STP_P8,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000553,NS2,MH-04-AC,F04,"1A5 & 2, 15 cycles",24.58736992,2478.602157,NA,P8,4064906008,STP_P8,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000555,NS2,MH-04-AC,E12,"1A5 & 2, 15 cycles",21.27439499,74995.02442,NA,P8,4064905760,STP_P8,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000556,NS2,MH-04-AC,H11,"1A5 & 2, 15 cycles",22.57979774,29623.22525,NA,P8,4064905654,STP_P8,Dual-041,Pool_03_AC
MH-05-AC_HAM14-000557,NS2,MH-05-AC,E05,"1A5 & 2, 20 cycles",28.74187279,369.3230654,NA,P8,4064906239,STP_P8,Dual-022,Pool_04_AC
MH-04-AC_HAM14-000558,NS2,MH-04-AC,F12,"1A5 & 2, 15 cycles",20.94592857,94740.63418,NA,P8,4064905795,STP_P8,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000559,NS2,MH-04-AC,G11,"1A5 & 2, 15 cycles",22.63821983,28417.02069,NA,P8,4064905764,STP_P8,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000560,NS2,MH-04-AC,H12,"1A5 & 2, 15 cycles",15.66223335,744202.2008,NA,P8,4064905853,STP_P8,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000565,NS2,MH-04-AC,D12,"1A5 & 2, 15 cycles",19.62217712,59220.20644,NA,P8,4064906061,STP_P8,Dual-041,Pool_03_AC
NA,NA,NA,NA,NA,NA,NA,NA,P5,4064905875,STP_P5,NA,NA
MH-04-AC_HAM14-000569,NS2,MH-04-AC,C12,"1A5 & 2, 15 cycles",19.77526474,53700.09939,NA,P8,4064906076,STP_P8,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000572,NS2,MH-04-AC,F11,"1A5 & 2, 15 cycles",21.00625801,24449.49029,NA,P8,4064905699,STP_P8,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000574,NS2,MH-04-AC,B11,"1A5 & 2, 15 cycles",21.83183479,14424.54324,NA,P8,4064906256,STP_P8,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000575,NS2,MH-04-AC,H04,"1A5 & 2, 15 cycles",25.37280464,4060.014773,NA,P8,4064906029,STP_P8,Dual-041,Pool_03_AC
MH-05-AC_HAM14-000578,NS2,MH-05-AC,C02,"1A5 & 2, 20 cycles",33.84073257,18.17292002,NA,P6,4064905842,STP_P6,Dual-022,Pool_04_AC
MH-04-AC_HAM14-000579,NS2,MH-04-AC,H08,"1A5 & 2, 15 cycles",22.76667786,7936.036351,NA,P8,4064905864,STP_P8,Dual-041,Pool_03_AC
MH-05-AC_HAM14-000580,NS2,MH-05-AC,B04,"1A5 & 2, 20 cycles",29.46369743,220.9762826,NA,P8,4064905343,STP_P8,Dual-022,Pool_04_AC
MH-05-AC_HAM14-000581,NS2,MH-05-AC,H01,"1A5 & 2, 20 cycles",36.00065613,2.109948724,NA,P8,4064906045,STP_P8,Dual-022,Pool_04_AC
MH-04-AC_HAM14-000586,NS2,MH-04-AC,E04,"1A5 & 2, 15 cycles",26.10260773,2415.468178,NA,P8,4064906007,STP_P8,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000588,NS2,MH-04-AC,G12,"1A5 & 2, 15 cycles",20.8049984,104733.8387,NA,P8,4064906036,STP_P8,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000589,NS2,MH-04-AC,C04,"1A5 & 2, 15 cycles",26.66396523,1620.050937,NA,P8,4064906140,STP_P8,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000590,NS2,MH-04-AC,C08,"1A5 & 2, 15 cycles",23.31900215,5575.537014,NA,P8,4064906251,STP_P8,Dual-041,Pool_03_AC
MH-05-AC_HAM14-000591,NS2,MH-05-AC,G05,"1A5 & 2, 20 cycles",27.40143204,410.265843,NA,P8,4064906033,STP_P8,Dual-022,Pool_04_AC
MH-04-AC_HAM14-000594,NS2,MH-04-AC,A04,"1A5 & 2, 15 cycles",25.94070244,1043.619059,NA,P8,4064906092,STP_P8,Dual-041,Pool_03_AC
NA,NA,NA,NA,NA,NA,NA,NA,P8,4064906046,STP_P8,NA,NA
MH-05-AC_HAM14-000596,NS2,MH-05-AC,C10,"1A5 & 2, 20 cycles",26.0663929,963.057492,NA,P8,4064905693,STP_P8,Dual-022,Pool_04_AC
MH-04-AC_HAM14-000597,NS2,MH-04-AC,E08,"1A5 & 2, 15 cycles",22.96412849,6995.10618,NA,P8,4064905716,STP_P8,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000598,NS2,MH-04-AC,A11,"1A5 & 2, 15 cycles",23.6193943,14137.49905,NA,P8,4064906004,STP_P8,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000599,NS2,MH-04-AC,F08,"1A5 & 2, 15 cycles",24.60774612,6997.592752,NA,P8,4064906055,STP_P8,Dual-041,Pool_03_AC
MH-05-AC_HAM14-000601,NS2,MH-05-AC,A10,"1A5 & 2, 20 cycles",27.44354439,930.2943842,NA,P8,4064905471,STP_P8,Dual-022,Pool_04_AC
MH-04-AC_HAM14-000603,NS2,MH-04-AC,B12,"1A5 & 2, 15 cycles",21.8928051,48298.0062,NA,P8,4064905947,STP_P8,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000604,NS2,MH-04-AC,B04,"1A5 & 2, 15 cycles",27.10058594,1187.41523,NA,P8,4064905479,STP_P8,Dual-041,Pool_03_AC
MH-05-AC_HAM14-000605,NS2,MH-05-AC,F03,"1A5 & 2, 20 cycles",28.86450768,161.0413842,NA,P8,4064905970,STP_P8,Dual-022,Pool_04_AC
MH-04-AC_HAM14-000606,NS2,MH-04-AC,G08,"1A5 & 2, 15 cycles",22.8663826,7446.06986,NA,P8,4064905787,STP_P8,Dual-041,Pool_03_AC
MH-05-AC_HAM14-000607,NS2,MH-05-AC,G03,"1A5 & 2, 20 cycles",28.69684982,179.2572796,NA,P8,4064906044,STP_P8,Dual-022,Pool_04_AC
MH-05-AC_HAM14-000608,NS2,MH-05-AC,B05,"1A5 & 2, 20 cycles",27.5957489,362.3480364,NA,P8,4064905530,STP_P8,Dual-022,Pool_04_AC
MH-04-AC_HAM14-000609,NS2,MH-04-AC,D04,"1A5 & 2, 15 cycles",25.1623764,1716.301738,NA,P8,4064906090,STP_P8,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000610,NS2,MH-04-AC,G04,"1A5 & 2, 15 cycles",24.09020615,3405.744268,NA,P8,4064906084,STP_P8,Dual-041,Pool_03_AC
MH-04-AC_HAM14-000612,NS2,MH-04-AC,H10,"1A5 & 2, 15 cycles",23.81394005,12309.86767,NA,P8,4064905878,STP_P8,Dual-041,Pool_03_AC
MH-03-AC_HAM15-000136,NS1,MH-03-AC,F06,"1A5 & 2, 20 cycles",26.85093498,1418.242918,NA,P8,4064905839,STP_P8,Dual-030,Pool_02_AC
MH-03-AC_HAM15-000163,NS1,MH-03-AC,A05,"1A5 & 2, 20 cycles",29.51748657,212.6784841,NA,P8,4064905917,STP_P8,Dual-030,Pool_02_AC
MH-03-AC_HAM15-000173,NS1,MH-03-AC,B05,"1A5 & 2, 20 cycles",29.16962433,272.4088164,NA,P8,4064905581,STP_P8,Dual-030,Pool_02_AC
NA,NA,NA,NA,NA,NA,NA,NA,P7,4064905456,STP_P7,NA,NA
MH-03-AC_HAM15-000189,NS1,MH-03-AC,C05,"1A5 & 2, 20 cycles",27.46328354,917.319315,NA,P8,4064905516,STP_P8,Dual-030,Pool_02_AC
NA,NA,NA,NA,NA,NA,NA,NA,P8,4064905747,STP_P8,NA,NA
MH-03-AC_HAM15-000210,NS1,MH-03-AC,E04,"1A5 & 2, 20 cycles",30.59157944,99.03840443,NA,P8,4064906114,STP_P8,Dual-030,Pool_02_AC
MH-02-AC_HAM15-000230,NS1,MH-02-AC,C07,"1A5 & 2, 15 cycles",20.44431496,35015.21345,NA,P8,4064906258,STP_P8,Dual-084,Pool_01_AC
MH-03-AC_HAM15-000265,NS1,MH-03-AC,D05,"1A5 & 2, 20 cycles",26.6307354,671.4276095,NA,P8,4064906112,STP_P8,Dual-030,Pool_02_AC
MH-03-AC_HAM15-000375,NS1,MH-03-AC,E05,"1A5 & 2, 20 cycles",27.6299839,354.5053463,NA,P8,4064905567,STP_P8,Dual-030,Pool_02_AC
MH-03-AC_HAM15-000381,NS1,MH-03-AC,G06,"1A5 & 2, 20 cycles",24.00515938,3596.000491,NA,P8,4064905809,STP_P8,Dual-030,Pool_02_AC
MH-03-AC_HAM15-000396,NS1,MH-03-AC,H06,"1A5 & 2, 20 cycles",24.27757454,3021.35236,NA,P8,4064905782,STP_P8,Dual-030,Pool_02_AC
MH-03-AC_HAM15-000414,NS1,MH-03-AC,F05,"1A5 & 2, 20 cycles",27.4618187,394.7325406,NA,P8,4064906173,STP_P8,Dual-030,Pool_02_AC
MH-03-AC_HAM15-000419,NS1,MH-03-AC,H05,"1A5 & 2, 20 cycles",28.97384644,313.1274391,NA,P8,4064905500,STP_P8,Dual-030,Pool_02_AC
NA,NA,NA,NA,NA,NA,NA,NA,P7,4064905384,STP_P7,NA,NA
MH-03-AC_HAM15-000483,NS1,MH-03-AC,A06,"1A5 & 2, 20 cycles",28.16945267,555.0060182,NA,P8,4064905770,STP_P8,Dual-030,Pool_02_AC
MH-02-AC_HAM15-000487,NS1,MH-02-AC,A05,"1A5 & 2, 15 cycles",25.44474983,3857.401635,NA,P8,4064906073,STP_P8,Dual-084,Pool_01_AC
MH-03-AC_HAM15-000518,NS1,MH-03-AC,B06,"1A5 & 2, 20 cycles",28.99209023,309.08887,NA,P8,4064906234,STP_P8,Dual-030,Pool_02_AC
MH-03-AC_HAM15-000548,NS1,MH-03-AC,B04,"1A5 & 2, 20 cycles",35.48114777,3.053600275,NA,P8,4064906020,STP_P8,Dual-030,Pool_02_AC
MH-03-AC_HAM15-000561,NS1,MH-03-AC,F04,"1A5 & 2, 20 cycles",32.57037354,24.22756599,NA,P8,4064905891,STP_P8,Dual-030,Pool_02_AC
MH-02-AC_HAM15-000565,NS1,MH-02-AC,E07,"1A5 & 2, 15 cycles",19.02662659,86653.44217,NA,P8,4064906118,STP_P8,Dual-084,Pool_01_AC
MH-02-AC_HAM15-000570,NS1,MH-02-AC,B05,"1A5 & 2, 15 cycles",22.78012466,7868.120747,NA,P8,4064905751,STP_P8,Dual-084,Pool_01_AC
MH-03-AC_HAM15-000572,NS1,MH-03-AC,C04,"1A5 & 2, 20 cycles",34.83048248,3.555267769,NA,P8,4064905789,STP_P8,Dual-030,Pool_02_AC
MH-03-AC_HAM15-000593,NS1,MH-03-AC,D04,"1A5 & 2, 20 cycles",33.63317871,7.642331915,NA,P8,4064905754,STP_P8,Dual-030,Pool_02_AC
MH-02-AC_HAM15-000608,NS1,MH-02-AC,F07,"1A5 & 2, 15 cycles",21.55459785,17221.02068,NA,P8,4064905633,STP_P8,Dual-084,Pool_01_AC
MH-03-AC_HAM15-000612,NS1,MH-03-AC,A01,"1A5 & 2, 20 cycles",34.37538528,4.755546978,NA,P8,4064905768,STP_P8,Dual-030,Pool_02_AC
NA,NA,NA,NA,NA,NA,NA,NA,P8,4064905934,STP_P8,NA,NA
MH-02-AC_HAM15-000624,NS1,MH-02-AC,C05,"1A5 & 2, 15 cycles",25.60850906,3433.123382,NA,P8,4064905734,STP_P8,Dual-084,Pool_01_AC
